Package,Type,Title,Version,Description,License,Encoding,URL,Repository,Author,Maintainer,_published,_filesize,organization
tracerer,Package,Tracer from R,2.2.2,"'BEAST2' (<https://www.beast2.org>) is a widely used
Bayesian phylogenetic tool, that uses DNA/RNA/protein data
and many model priors to create a posterior of jointly estimated
phylogenies and parameters.
'Tracer' (<https://github.com/beast-dev/tracer/>) is a GUI tool
to parse and analyze the files generated by 'BEAST2'.
This package provides a way to parse and analyze 'BEAST2' input
files without active user input, but using
R function calls instead.",GPL-3,UTF-8,"https://docs.ropensci.org/tracerer/ (website)
https://github.com/ropensci/tracerer/",https://ropensci.r-universe.dev,"Richèl J.C. Bilderbeek [aut, cre]
(<https://orcid.org/0000-0003-1107-7049>),
Joëlle Barido-Sottani [rev] (Joëlle reviewed the package for rOpenSci,
see https://github.com/ropensci/onboarding/issues/209),
David Winter [rev] (David reviewed the package for rOpenSci, see
https://github.com/ropensci/onboarding/issues/209)",Richèl J.C. Bilderbeek <richel@richelbilderbeek.nl>,2023-04-06T07:35:16.557Z,1425418,rOpenSci
plater,NA,"Read, Tidy, and Display Data from Microtiter Plates",1.0.4,"Tools for interacting with data from experiments done in microtiter
plates. Easily read in plate-shaped data and convert it to tidy format,
combine plate-shaped data with tidy data, and view tidy data in plate shape.",GPL-3,NA,"https://docs.ropensci.org/plater/,
https://github.com/ropensci/plater",https://ropensci.r-universe.dev,"Sean Hughes [aut, cre] (<https://orcid.org/0000-0002-9409-9405>)",Sean Hughes <smhughes@uw.edu>,2023-04-06T07:34:09.747Z,206592,rOpenSci
refsplitr,Package,"author name disambiguation, author georeferencing, and mapping
of coauthorship networks with 'Web of Science' data",1.0,"Tools to parse and organize reference records downloaded from the 
'Web of Science' citation database into an R-friendly format, disambiguate
the names of authors, geocode their locations, and generate/visualize
coauthorship networks. This package has been peer-reviewed by
rOpenSci (v. 1.0).",GPL-3,UTF-8,"https://github.com/ropensci/refsplitr,
https://docs.ropensci.org/refsplitr/",https://ropensci.r-universe.dev,"Auriel M.V. Fournier [aut],
Matthew E. Boone [aut],
Forrest R. Stevens [aut],
Emilio Bruna [aut, cre],
Bianca Kramer [rev] (Kramer reviewed the package (v 1.0) for rOpenSci,
see <https://github.com/ropensci/software-review/issues/256>),
Najko Jahn [rev] (Jahn reviewed the package (v1.0) for rOpenSci, see
<https://github.com/ropensci/software-review/issues/256>)",Emilio Bruna <embruna@ufl.edu>,2023-04-05T07:15:17.625Z,4015368,rOpenSci
DoOR.data,Package,"Integrating Heterogeneous Odorant Response Data into a Common
Response Model: A DoOR to the Complete Olfactome",2.0.1.9000,"This is a data package providing Drosophila odorant response data for
DoOR.functions. See URLs for the original and the DoOR 2.0 publications.",CC BY-SA 4.0,UTF-8,"https://docs.ropensci.org/DoOR.data, http://neuro.uni.kn/DoOR,
http://dx.doi.org/10.1038/srep21841,
http://dx.doi.org/10.1093/chemse/bjq042,
https://github.com/ropensci/DoOR.data",https://ropensci.r-universe.dev,"Daniel Münch [aut, cre],
C. Giovanni Galizia [aut],
Shouwen Ma [aut],
Martin Strauch [aut],
Anja Nissler [aut]",Daniel Münch <daniel.muench@uni-konstanz.de>,2023-04-05T06:01:27.437Z,2618732,rOpenSci
SymbiotaR2,Package,Downloading Data from Symbiota2 Portals into R,0.0-1,"Download data from Symbiota2 portals using Symbiota's
API. Covers the Checklists, Collections, Crowdsource, Exsiccati,
Glossary, ImageProcessor, Key, Media, Occurrence, Reference, Taxa,
Traits, and UserRoles API families. Each Symbiota2 portal owner
can load their own plugins (and modified code), and so this
package may not cover every possible API endpoint from a given
Symbiota2 instance.",MIT + file LICENSE,UTF-8,https://github.com/pearselab/SymbiotaR2,https://ropensci.r-universe.dev,"Austin Koontz [aut, cre] (<https://orcid.org/0000-0002-6103-5896>),
William D. Pearse [aut] (<https://orcid.org/0000-0002-6241-3164>),
Ben Bond-Lamberty [rev] (Ben reviewed SymbiotaR2 for rOpenSci and
provided valuable feedback, see
https://github.com/ropensci/software-review/issues/373),
Scott Chamberlain [rev] (Scott reviewed SymbiotaR2 for rOpenSci and
provided valuable feedback, see
https://github.com/ropensci/software-review/issues/373)",Austin Koontz <austinkoontz11@gmail.com>,2023-04-05T06:20:36.186Z,277874,rOpenSci
redland,NA,RDF Library Bindings in R,1.0.17-16,"Provides methods to parse, query and serialize information
stored in the Resource Description Framework (RDF). RDF is described at <https://www.w3.org/TR/rdf-primer/>.
This package supports RDF by implementing an R interface to the Redland RDF C library,
described at <https://librdf.org/docs/api/index.html>. In brief, RDF provides a structured graph
consisting of Statements composed of Subject, Predicate, and Object Nodes.",Apache License 2.0,UTF-8,"https://github.com/ropensci/redland-bindings/tree/master/R/redland
https://github.com/ropensci/redland-bindings/tree/master/R",https://ropensci.r-universe.dev,"Matthew B. Jones [aut, cre],
Peter Slaughter [aut],
Jeroen Ooms [aut],
Carl Boettiger [aut],
Scott Chamberlain [aut],
David Beckett [cph],
University of Bristol [cph],
Regents of the University of California [cph]",Matthew B. Jones <jones@nceas.ucsb.edu>,2023-04-05T06:58:20.822Z,520170,rOpenSci
europepmc,NA,R Interface to the Europe PubMed Central RESTful Web Service,0.4.1.09,"An R Client for the Europe PubMed Central RESTful Web Service
(see <https://europepmc.org/RestfulWebService> for more information). It
gives access to both metadata on life science literature and open access
full texts. Europe PMC indexes all PubMed content and other literature
sources including Agricola, a bibliographic database of citations to the
agricultural literature, or Biological Patents. In addition to bibliographic
metadata, the client allows users to fetch citations and reference lists.
Links between life-science literature and other EBI databases, including
ENA, PDB or ChEMBL are also accessible. No registration or API key is
required. See the vignettes for usage examples.",GPL-3,UTF-8,"https://docs.ropensci.org/europepmc/,
https://github.com/ropensci/europepmc/",https://ropensci.r-universe.dev,"Najko Jahn [aut, cre, cph],
Maëlle Salmon [ctb]",Najko Jahn <najko.jahn@gmail.com>,2023-04-05T06:42:09.557Z,344440,rOpenSci
essurvey,NA,Download Data from the European Social Survey on the Fly,1.0.8,Download data from the European Social Survey directly from their website <http://www.europeansocialsurvey.org/>. There are two families of functions that allow you to download and interactively check all countries and rounds available.,MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/essurvey/,
https://github.com/ropensci/essurvey",https://ropensci.r-universe.dev,"Jorge Cimentada [aut, cre],
Thomas Leeper [rev] (Thomas reviewed the package for rOpensci,see
https://github.com/ropensci/software-review/issues/201),
Nujcharee Haswell [rev] (Nujcharee reviewed the package for rOpensci,
see https://github.com/ropensci/software-review/issues/201),
Jorge Lopez [ctb],
François Briatte [ctb]",Jorge Cimentada <cimentadaj@gmail.com>,2023-04-05T06:40:28.481Z,200379,rOpenSci
qcoder,NA,Lightweight Qualitative Coding,0.1.0,"A free, lightweight, open source option for analyzing text-based
qualitative data.
Enables analysis of interview transcripts, observation notes, memos,
and other sources. Supports the work of social scientists, historians,
humanists, and other researchers who use qualitative methods. Addresses
the unique challenges faced in analyzing qualitative data analysis.
Provides opportunities for researchers who otherwise might not develop
software to build software development skills.",GPL-3 + file LICENSE,UTF-8,https://github.com/ropenscilabs/qcoder,https://ropensci.r-universe.dev,"Beth Duckles [aut],
Dan Sholler [aut],
Elin Waring [cre],
Jenny Draper [aut],
Ted Laderas [aut],
Fred VanWindekens [ctb],
Yuri Dias [ctb],
Sheriff Colley [ctb],
Jamal Jones [ctb],
Michael Lieberman [ctb],
Tenzing Sherpa [ctb],
Stephanie Guillou [ctb]",Elin Waring <elin.waring@gmail.com>,2023-03-31T05:48:37.060Z,197899,rOpenSci
nlrx,Package,"Setup, Run and Analyze 'NetLogo' Model Simulations from 'R' via
'XML'",0.4.3,"Setup, run and analyze 'NetLogo' (<https://ccl.northwestern.edu/netlogo/>) model simulations in 'R'.
'nlrx' experiments use a similar structure as 'NetLogos' Behavior Space experiments.
However, 'nlrx' offers more flexibility and additional tools for running and analyzing complex simulation designs and sensitivity analyses.
The user defines all information that is needed in an intuitive framework, using class objects.
Experiments are submitted from 'R' to 'NetLogo' via 'XML' files that are dynamically written, based on specifications defined by the user.
By nesting model calls in future environments, large simulation design with many runs can be executed in parallel.
This also enables simulating 'NetLogo' experiments on remote high performance computing machines.
In order to use this package, 'Java' and 'NetLogo' (>= 5.3.1) need to be available on the executing system.",GPL-3,UTF-8,"https://docs.ropensci.org/nlrx/, https://github.com/ropensci/nlrx/",https://ropensci.r-universe.dev,"Jan Salecker [aut] (<https://orcid.org/0000-0002-9000-4229>),
Marco Sciaini [aut] (<https://orcid.org/0000-0002-3042-5435>),
Marina Papadopoulou [rev] (Marina reviewed the package for ropensci,
see <https://github.com/ropensci/software-review/issues/262>),
Sebastian Hanss [cre] (Package maintainer together with Jan Salecker)",Sebastian Hanss <nlrx@mailbox.org>,2023-04-05T07:02:51.186Z,744253,rOpenSci
jstor,NA,Read Data from JSTOR/DfR,0.3.10,"Functions and helpers to import metadata, ngrams and full-texts 
delivered by Data for Research by JSTOR.",GPL-3,UTF-8,"https://github.com/ropensci/jstor,
https://docs.ropensci.org/jstor/",https://ropensci.r-universe.dev,"Thomas Klebel [aut, cre] (<https://orcid.org/0000-0002-7331-4751>)",Thomas Klebel <t.klebel@hotmail.com>,2023-04-05T06:49:11.921Z,575006,rOpenSci
aRxiv,NA,Interface to the arXiv API,0.6,"An interface to the API for 'arXiv',
a repository of electronic preprints for
computer science, mathematics, physics, quantitative biology,
quantitative finance, and statistics.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/aRxiv/,
https://github.com/ropensci/aRxiv",https://ropensci.r-universe.dev,"Karthik Ram [aut] (<https://orcid.org/0000-0002-0233-1757>),
Karl Broman [aut, cre] (<https://orcid.org/0000-0002-4914-6671>)",Karl Broman <broman@wisc.edu>,2023-04-05T06:25:24.667Z,145886,rOpenSci
suppdata,Package,Downloading Supplementary Data from Published Manuscripts,1.1-8,"Downloads data supplementary materials from manuscripts,
using papers' DOIs as references. Facilitates open, reproducible
research workflows: scientists re-analyzing published datasets can
work with them as easily as if they were stored on their own
computer, and others can track their analysis workflow
painlessly. The main function suppdata() returns a (temporary)
location on the user's computer where the file is stored, making
it simple to use suppdata() with standard functions like
read.csv().",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/suppdata/,
https://github.com/ropensci/suppdata/",https://ropensci.r-universe.dev,"William D. Pearse [aut, cre] (<https://orcid.org/0000-0002-6241-3164>),
Scott Chamberlain [aut] (<https://orcid.org/0000-0003-1444-9135>),
Daniel Nuest [aut] (<https://orcid.org/0000-0002-0024-5046>),
Ross Mounce [rev] (Ross Mounce reviewed the package for rOpenSci, see
https://github.com/ropensci/onboarding/issues/195),
Sarah Supp [rev] (Sarah Supp reviewed the package for rOpenSci, see
https://github.com/ropensci/onboarding/issues/195)",William D. Pearse <will.pearse@gmail.com>,2023-04-05T07:06:50.211Z,187034,rOpenSci
gitignore,Package,Create Useful .gitignore Files for your Project,0.1.5.9000,"Simple interface to query gitignore.io to fetch
gitignore templates that can be included in the .gitignore file. More
than 450 templates are currently available.",GPL-3,UTF-8,"https://docs.ropensci.org/gitignore/,
https://github.com/ropensci/gitignore",https://ropensci.r-universe.dev,"Philippe Massicotte [aut, cre]
(<https://orcid.org/0000-0002-5919-4116>),
Amanda Dobbyn [rev],
Mauro Lepore [rev] (<https://orcid.org/0000-0002-1986-7988>)",Philippe Massicotte <pmassicotte@hotmail.com>,2023-04-05T06:39:30.218Z,104536,rOpenSci
allodb,NA,Tree Biomass Estimation at Extra-Tropical Forest Plots,0.0.1.9000,"Standardize and simplify the tree biomass estimation process
across globally distributed extratropical forests.",GPL-3,UTF-8,"https://docs.ropensci.org/allodb/,
https://github.com/ropensci/allodb",https://ropensci.r-universe.dev,"Erika Gonzalez-Akre [aut, cre, cph]
(<https://orcid.org/0000-0001-8305-6672>),
Camille Piponiot [aut] (<https://orcid.org/0000-0002-3473-1982>),
Mauro Lepore [aut] (<https://orcid.org/0000-0002-1986-7988>),
Kristina Anderson-Teixeira [aut]
(<https://orcid.org/0000-0001-8461-9713>),
Jeffrey Hanson [rev],
Jonas Stillhard [rev]",Erika Gonzalez-Akre <GonzalezEB@si.edu>,2023-04-05T06:17:10.902Z,826682,rOpenSci
historydata,NA,Datasets for Historians,0.2.9001,"These sample data sets are intended for historians
learning R. They include population, institutional, religious,
military, and prosopographical data suitable for mapping,
quantitative analysis, and network analysis.",MIT + file LICENSE,NA,"https://docs.ropensci.org/historydata,
https://github.com/ropensci/historydata",https://ropensci.r-universe.dev,"Lincoln Mullen [aut, cre] (<https://orcid.org/0000-0001-5103-6917>),
Mack Holt [ctb],
Erik Steiner [ctb],
Jason Heppler [ctb]",Lincoln Mullen <lincoln@lincolnmullen.com>,2023-03-28T04:43:25.623Z,1687309,rOpenSci
USAboundaries,Package,"Historical and Contemporary Boundaries of the United States of
America",0.4.0,"The boundaries for geographical units in the United States of
America contained in this package include state, county, congressional
district, and zip code tabulation area. Contemporary boundaries are provided
by the U.S. Census Bureau (public domain). Historical boundaries for the
years from 1629 to 2000 are provided form the Newberry Library's 'Atlas of
Historical County Boundaries' (licensed CC BY-NC-SA). Additional  data is
provided in the 'USAboundariesData' package; this package provides an
interface to access that data.",MIT + file LICENSE,UTF-8,"http://lincolnmullen.com/software/usaboundaries/,
https://github.com/ropensci/USAboundaries",https://ropensci.r-universe.dev,"Lincoln Mullen [aut, cre] (<https://orcid.org/0000-0001-5103-6917>),
Jordan Bratt [aut] (<https://orcid.org/0000-0001-9051-7203>),
United States Census Bureau [cph]",Lincoln Mullen <lincoln@lincolnmullen.com>,2023-04-05T06:19:07.170Z,583848,rOpenSci
USAboundariesData,Package,Datasets for the 'USAboundaries' package,0.4.0,"Contains datasets, including higher resolution boundary data, for
use in the 'USAboundaries' package. These datasets come from the U.S. Census
Bureau, the Newberry Library's 'Historical Atlas of U.S. County
Boundaries', and Erik Steiner's 'United States Historical City Populations,
1790-2010'.",CC BY-NC-SA 4.0,UTF-8,"http://lincolnmullen.com/software/usaboundaries/data/,
https://github.com/ropensci/USAboundariesdata",https://ropensci.r-universe.dev,"Lincoln Mullen [aut, cre] (<https://orcid.org/0000-0001-5103-6917>),
Dr. William M. Scholl Center for American History and Culture, The
Newberry Library [cph],
United States Census Bureau [cph],
Erik Steiner [ctb]",Lincoln Mullen <lincoln@lincolnmullen.com>,2023-04-05T06:03:03.551Z,18737682,rOpenSci
slopes,NA,"Calculate Slopes of Roads, Rivers and Trajectories",1.0.1,"Functions and example data to support research into the
slope (also known as longitudinal gradient or steepness)
of linear geographic entities such as roads <doi:10.1038/s41597-019-0147-x>
and rivers <doi:10.1016/j.jhydrol.2018.06.066>.
The package was initially developed to calculate the steepness of street segments
but can be used to calculate steepness of any linear feature that can be
represented as LINESTRING geometries in the 'sf' class system.
The package takes two main types of input data for slope calculation: vector geographic
objects representing linear features, and raster geographic objects with elevation values
(which can be downloaded using functionality in the package)
representing a continuous terrain surface.
Where no raster object is provided the package attempts to download elevation
data using the 'ceramic' package.",GPL-3,UTF-8,"https://github.com/ropensci/slopes/,
https://docs.ropensci.org/slopes/",https://ropensci.r-universe.dev,"Robin Lovelace [aut, cre] (<https://orcid.org/0000-0001-5679-6536>),
Rosa Félix [aut] (<https://orcid.org/0000-0002-5642-6006>),
Joey Talbot [aut] (<https://orcid.org/0000-0002-6520-4560>),
Dan Olner [rev] (Dan reviewed the package for rOpenSci, see
https://github.com/ropensci/software-review/issues/420#issuecomment-857662657
),
Andy Teucher [rev] (Andy reviewed the package for rOpenSci, see
https://github.com/ropensci/software-review/issues/420#issuecomment-858231647
)",Robin Lovelace <rob00x@gmail.com>,2023-04-05T07:19:50.711Z,2720839,rOpenSci
